1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	5	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	5	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	5	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	5	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
61910	11	0	3	3	3	3	0	3	0	0	0	0	0	0	1	3	0	3	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23375e+06	10	0	3	2	3	2	0	3	0	0	0	0	0	0	0	0	0	2	1	0.666667	1	0	1	-1	10000000000	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23375e+06	10	0	3	2	3	2	0	3	0	0	0	0	0	0	0	0	0	2	1	0.666667	1	0	1	-1	10000000000	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3.52968e+06	14	0	4	3	4	3	0	4	0	0	0	0	0	0	0	0	0	3	1	0.75	1	0	1	-1	10000000000	0	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	238	12	62	36	36	32	4	58	26	4	15	4	0.722222	0.125	14	2.57143	0	33	0.6	0.533333	24	2	8	8	8	0	102	0	16	13	24	0	2	0	0	0	0	2	4	0	0	1.66667	0	17
0	283	14	78	39	42	32	4	74	36	7	16	7	0.857143	0.21875	15	2.6	0	33	0.7	0.533333	33	2	13	8	8	0	130	0	18	15	27	0	2	0	0	0	0	2	10	0	0	1.62963	0	18
0	275	15	72	39	40	30	4	68	32	9	16	8	0.8	0.3	15	2.6	0	33	0.666667	0.5	29	0	13	8	8	0	128	0	20	17	29	0	2	0	0	0	0	2	16	0	0	1.62069	0	19
